epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,555.693,1.10135,0.54862,0.00833,0.82054,0.80874,0.86695,0.55484,1.31005,0.62258,0.01871,0.00174223,0.00174223,0.00174223
49,567.601,1.09626,0.54537,0.00815,0.80178,0.83913,0.86491,0.54754,1.35861,0.65237,0.01882,0.00173168,0.00173168,0.00173168
50,578.737,1.10304,0.54379,0.00823,0.90284,0.82509,0.89699,0.586,1.29856,0.59234,0.01805,0.00172095,0.00172095,0.00172095
51,591.355,1.06949,0.52186,0.00799,0.79989,0.8402,0.85354,0.54634,1.36809,0.65884,0.01942,0.00171004,0.00171004,0.00171004
52,601.501,1.07536,0.53627,0.00804,0.87118,0.82872,0.90274,0.5679,1.37626,0.61604,0.01952,0.00169895,0.00169895,0.00169895
53,613.78,1.08935,0.54479,0.00813,0.84555,0.813,0.87507,0.53393,1.45416,0.67916,0.02125,0.0016877,0.0016877,0.0016877
54,625.221,1.086,0.52744,0.00807,0.86019,0.84785,0.90823,0.55854,1.44465,0.5974,0.02099,0.00167628,0.00167628,0.00167628
55,636.955,1.07842,0.52266,0.00814,0.86808,0.82139,0.89442,0.53539,1.49555,0.63908,0.02209,0.0016647,0.0016647,0.0016647
56,649.146,1.05166,0.49115,0.00786,0.88286,0.83521,0.9061,0.5716,1.39209,0.58222,0.01969,0.00165295,0.00165295,0.00165295
57,659.455,1.05016,0.50911,0.00783,0.86405,0.81723,0.8791,0.56425,1.33143,0.59194,0.01884,0.00164105,0.00164105,0.00164105
58,671.789,1.04352,0.49842,0.00779,0.82483,0.82285,0.86005,0.54333,1.39416,0.62637,0.01968,0.00162899,0.00162899,0.00162899
59,683.077,1.06091,0.51116,0.00791,0.88744,0.83364,0.8964,0.56268,1.40594,0.59701,0.02002,0.00161678,0.00161678,0.00161678
60,694.839,1.02919,0.49858,0.0077,0.8603,0.84515,0.90214,0.5888,1.32958,0.58855,0.01879,0.00160442,0.00160442,0.00160442
61,707.263,1.01537,0.4893,0.0075,0.88595,0.83687,0.90859,0.56387,1.41254,0.58475,0.0198,0.00159191,0.00159191,0.00159191
62,717.346,1.02819,0.49316,0.00763,0.85208,0.84372,0.88287,0.54886,1.39753,0.58778,0.02002,0.00157926,0.00157926,0.00157926
63,729.732,1.05641,0.50473,0.0079,0.87211,0.81813,0.89015,0.54296,1.45157,0.66141,0.02068,0.00156646,0.00156646,0.00156646
64,740.728,1.0696,0.49495,0.00797,0.88635,0.82319,0.909,0.55278,1.48023,0.61103,0.02064,0.00155353,0.00155353,0.00155353
65,752.799,1.03022,0.47002,0.00779,0.87428,0.81916,0.87952,0.55016,1.44083,0.67926,0.02089,0.00154047,0.00154047,0.00154047
66,765.01,1.0128,0.47503,0.00752,0.82339,0.86569,0.87323,0.5538,1.37313,0.68029,0.01931,0.00152727,0.00152727,0.00152727
67,775.292,1.00598,0.47499,0.00752,0.84464,0.84379,0.88528,0.56053,1.37228,0.59543,0.01945,0.00151395,0.00151395,0.00151395
68,787.474,1.00136,0.45334,0.0075,0.87372,0.84149,0.89725,0.56006,1.3727,0.56306,0.01952,0.0015005,0.0015005,0.0015005
69,797.894,1.00086,0.47173,0.00738,0.84092,0.80464,0.8623,0.5374,1.45895,0.67946,0.02103,0.00148694,0.00148694,0.00148694
70,810.184,1.00504,0.47735,0.00747,0.84781,0.84023,0.89546,0.56118,1.39704,0.5965,0.01997,0.00147325,0.00147325,0.00147325
71,822.379,0.98647,0.47316,0.00722,0.85193,0.84261,0.88872,0.57456,1.35418,0.59908,0.01901,0.00145945,0.00145945,0.00145945
72,832.549,0.99914,0.47885,0.00735,0.85807,0.84669,0.88742,0.5712,1.33406,0.61092,0.01872,0.00144554,0.00144554,0.00144554
73,844.85,1.00375,0.47425,0.00743,0.91551,0.84173,0.91263,0.59319,1.31742,0.57613,0.01827,0.00143152,0.00143152,0.00143152
74,855.318,0.9788,0.46689,0.00727,0.86682,0.81732,0.88497,0.58933,1.31606,0.58849,0.01842,0.0014174,0.0014174,0.0014174
75,867.576,0.98644,0.45671,0.00738,0.80896,0.84031,0.85929,0.51561,1.48752,0.67757,0.02234,0.00140318,0.00140318,0.00140318
76,879.806,0.97475,0.45585,0.00721,0.87423,0.83643,0.89708,0.57756,1.34072,0.59006,0.01847,0.00138886,0.00138886,0.00138886
77,889.906,0.98153,0.47911,0.00728,0.83467,0.86745,0.90408,0.58691,1.30263,0.54312,0.0181,0.00137444,0.00137444,0.00137444
78,902.104,0.98498,0.47,0.00719,0.87883,0.86485,0.90409,0.57241,1.38151,0.59823,0.01902,0.00135994,0.00135994,0.00135994
79,912.645,0.96708,0.45571,0.00717,0.88959,0.87785,0.90941,0.59338,1.30871,0.56507,0.01863,0.00134535,0.00134535,0.00134535
80,924.612,0.96416,0.44013,0.00714,0.87953,0.82999,0.88855,0.57618,1.32616,0.61441,0.01886,0.00133068,0.00133068,0.00133068
81,936.803,0.95332,0.426,0.00696,0.90819,0.82806,0.89182,0.57077,1.35864,0.58002,0.01921,0.00131593,0.00131593,0.00131593
82,947.065,0.94207,0.43943,0.00694,0.86126,0.83915,0.87914,0.55442,1.39208,0.63346,0.01955,0.0013011,0.0013011,0.0013011
83,959.264,0.93953,0.43344,0.00693,0.88764,0.85178,0.89385,0.57451,1.3622,0.61737,0.01882,0.0012862,0.0012862,0.0012862
84,969.544,0.95173,0.43824,0.00702,0.84483,0.8036,0.85327,0.53429,1.44774,0.67918,0.0207,0.00127123,0.00127123,0.00127123
85,981.559,0.97565,0.44554,0.00722,0.85194,0.84558,0.8762,0.53929,1.45917,0.63827,0.02102,0.0012562,0.0012562,0.0012562
86,993.676,0.92724,0.43255,0.0069,0.88676,0.84708,0.89914,0.55349,1.45038,0.64038,0.02044,0.00124111,0.00124111,0.00124111
87,1003.73,0.9287,0.43365,0.00682,0.87928,0.86441,0.89425,0.57552,1.35926,0.57464,0.0188,0.00122596,0.00122596,0.00122596
88,1015.89,0.92543,0.43255,0.00675,0.88103,0.84678,0.88409,0.57651,1.30558,0.5982,0.018,0.00121076,0.00121076,0.00121076
89,1025.9,0.92486,0.4218,0.00679,0.91961,0.81159,0.90517,0.5582,1.46557,0.62336,0.02084,0.00119551,0.00119551,0.00119551
90,1038.41,0.91182,0.42099,0.00666,0.86961,0.83678,0.87815,0.56787,1.31395,0.62941,0.01816,0.00118021,0.00118021,0.00118021
91,1051.06,0.92882,0.44247,0.00683,0.86604,0.83502,0.87122,0.55795,1.35876,0.62645,0.0195,0.00116487,0.00116487,0.00116487
92,1061.53,0.91993,0.42179,0.00679,0.83323,0.83889,0.86035,0.55277,1.33709,0.66343,0.01834,0.00114949,0.00114949,0.00114949
93,1073.92,0.91757,0.41895,0.00678,0.89914,0.86173,0.91465,0.58337,1.35004,0.58098,0.01842,0.00113408,0.00113408,0.00113408
94,1083.82,0.92781,0.42295,0.00669,0.8909,0.84465,0.89441,0.59076,1.27698,0.58301,0.01771,0.00111864,0.00111864,0.00111864
95,1096.26,0.9052,0.42406,0.00666,0.86768,0.85642,0.88153,0.56539,1.34192,0.61442,0.01832,0.00110317,0.00110317,0.00110317
96,1108.69,0.89147,0.40813,0.00649,0.88919,0.81704,0.88225,0.5819,1.29309,0.63178,0.01783,0.00108767,0.00108767,0.00108767
97,1119.24,0.88938,0.41851,0.00643,0.85472,0.84593,0.87546,0.56482,1.33571,0.66258,0.01845,0.00107216,0.00107216,0.00107216
98,1131.64,0.87569,0.41422,0.00648,0.86512,0.81288,0.8691,0.56226,1.36007,0.65961,0.01915,0.00105664,0.00105664,0.00105664
99,1142.25,0.88205,0.41394,0.00645,0.87201,0.81627,0.87783,0.5778,1.29663,0.62413,0.01788,0.0010411,0.0010411,0.0010411
100,1154.65,0.89482,0.42345,0.00653,0.87799,0.86168,0.89768,0.5811,1.35324,0.59335,0.01903,0.00102555,0.00102555,0.00102555
101,1166.5,0.88057,0.41468,0.00634,0.88868,0.83668,0.90109,0.58899,1.31609,0.5941,0.01806,0.00101,0.00101,0.00101
102,1176.92,0.8709,0.3977,0.0064,0.88616,0.80516,0.86876,0.56174,1.31727,0.64586,0.01814,0.00099445,0.00099445,0.00099445
103,1189.21,0.88417,0.41614,0.0064,0.86527,0.82955,0.87361,0.57107,1.29792,0.61492,0.01789,0.000978903,0.000978903,0.000978903
104,1198.95,0.86215,0.4032,0.00634,0.8907,0.82786,0.89186,0.57568,1.32938,0.60235,0.01841,0.000963365,0.000963365,0.000963365
