epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
12,296.212,1.40664,1.13671,0.03633,0.07637,0.85406,0.89189,0.93112,0.62491,1.17532,0.59439,0.02121,0.07593,0.000992629,0.000992629,0.000992629
13,324.345,1.4363,1.11657,0.03511,0.08192,0.91355,0.89961,0.96748,0.69943,1.04633,0.47833,0.0188,0.07411,0.000991232,0.000991232,0.000991232
14,352.912,1.43871,1.09733,0.03651,0.08271,0.86011,0.89961,0.94793,0.69402,1.0205,0.53181,0.01766,0.06361,0.000989715,0.000989715,0.000989715
15,381.392,1.41267,1.06002,0.03516,0.07752,0.92051,0.90347,0.97169,0.72659,0.90376,0.41772,0.01438,0.06233,0.000988079,0.000988079,0.000988079
16,409.885,1.42167,1.05404,0.0371,0.07984,0.94557,0.93903,0.98223,0.72676,0.95793,0.38705,0.01633,0.06902,0.000986323,0.000986323,0.000986323
17,438.486,1.41177,1.05209,0.03494,0.08426,0.92719,0.9112,0.96925,0.72296,0.93838,0.44942,0.0148,0.06475,0.000984449,0.000984449,0.000984449
18,467.044,1.42365,1.05108,0.03428,0.08087,0.85782,0.88518,0.93994,0.70153,0.96714,0.52089,0.01475,0.07682,0.000982456,0.000982456,0.000982456
19,495.687,1.41224,1.04352,0.03458,0.08093,0.93582,0.9007,0.9698,0.72416,0.94717,0.41739,0.01528,0.07358,0.000980345,0.000980345,0.000980345
20,524.363,1.38233,1.03233,0.03356,0.0792,0.9316,0.87645,0.96458,0.71905,0.92361,0.48805,0.01368,0.08085,0.000978118,0.000978118,0.000978118
21,553.026,1.38501,0.95739,0.03282,0.07644,0.93055,0.89961,0.97019,0.74121,0.88481,0.40074,0.01342,0.07377,0.000975773,0.000975773,0.000975773
22,580.773,1.41077,0.97789,0.03465,0.08213,0.9714,0.91784,0.98354,0.73703,0.92651,0.37055,0.01472,0.07657,0.000973312,0.000973312,0.000973312
23,609.886,1.38141,0.98318,0.03441,0.0745,0.9373,0.92664,0.97673,0.74061,0.88632,0.39327,0.01419,0.06827,0.000970736,0.000970736,0.000970736
24,637.581,1.35686,0.96926,0.03549,0.07554,0.93776,0.9307,0.98113,0.73922,0.90617,0.35463,0.01506,0.06825,0.000968045,0.000968045,0.000968045
25,666.621,1.37961,0.9225,0.03476,0.08131,0.90902,0.92664,0.97398,0.75128,0.87065,0.41783,0.014,0.05707,0.000965239,0.000965239,0.000965239
26,694.146,1.36635,0.95846,0.03697,0.08393,0.94945,0.92664,0.97556,0.76326,0.80925,0.35462,0.01161,0.07432,0.00096232,0.00096232,0.00096232
27,724.315,1.40195,0.9738,0.03666,0.08159,0.95439,0.91506,0.9828,0.73553,0.91636,0.37271,0.01536,0.05883,0.000959289,0.000959289,0.000959289
28,751.624,1.35735,0.94013,0.03479,0.07801,0.92744,0.93766,0.97967,0.74616,0.85465,0.38115,0.01286,0.06259,0.000956145,0.000956145,0.000956145
29,780.838,1.36288,0.90403,0.03314,0.07776,0.94617,0.95367,0.97787,0.73746,0.93448,0.36578,0.01599,0.06465,0.000952889,0.000952889,0.000952889
30,808.78,1.34625,0.91135,0.03302,0.07538,0.91795,0.95025,0.97722,0.74959,0.87768,0.35719,0.01346,0.0751,0.000949524,0.000949524,0.000949524
31,837.397,1.36734,0.91356,0.03472,0.07331,0.94574,0.94212,0.98537,0.75199,0.86909,0.35093,0.01346,0.06873,0.000946048,0.000946048,0.000946048
32,865.641,1.33771,0.89711,0.03568,0.07551,0.94956,0.91506,0.97212,0.73705,0.88691,0.36811,0.01463,0.06528,0.000942464,0.000942464,0.000942464
33,894.752,1.3423,0.89898,0.03401,0.08029,0.9436,0.90441,0.97186,0.74929,0.84563,0.39243,0.01371,0.06451,0.000938772,0.000938772,0.000938772
34,923.093,1.36092,0.90426,0.0374,0.07823,0.92416,0.94091,0.97079,0.71979,0.95238,0.40877,0.01628,0.06157,0.000934973,0.000934973,0.000934973
35,952.108,1.33778,0.88282,0.03386,0.07812,0.91292,0.9305,0.9758,0.7355,0.93026,0.45619,0.01455,0.07662,0.000931067,0.000931067,0.000931067
36,980.511,1.30996,0.87287,0.03375,0.07475,0.93791,0.9305,0.97943,0.74427,0.85297,0.3655,0.01319,0.06284,0.000927057,0.000927057,0.000927057
37,1008.88,1.33859,0.90066,0.03341,0.07621,0.93064,0.98424,0.9877,0.76586,0.81249,0.35149,0.01146,0.06118,0.000922942,0.000922942,0.000922942
38,1037.31,1.32314,0.87686,0.03269,0.078,0.92845,0.94595,0.98254,0.75334,0.8683,0.34973,0.01408,0.06592,0.000918725,0.000918725,0.000918725
39,1065.5,1.32037,0.88888,0.03358,0.07887,0.97441,0.93436,0.98867,0.73342,0.96785,0.34417,0.01606,0.07686,0.000914405,0.000914405,0.000914405
40,1093.63,1.32635,0.87317,0.03395,0.07737,0.97195,0.93659,0.98847,0.74792,0.88508,0.32628,0.01462,0.06107,0.000909984,0.000909984,0.000909984
41,1122.89,1.3023,0.82895,0.03246,0.07037,0.95939,0.91506,0.97983,0.74162,0.90259,0.36837,0.01539,0.07037,0.000905463,0.000905463,0.000905463
42,1151.49,1.31417,0.84898,0.0337,0.07577,0.93025,0.98456,0.98597,0.76049,0.89055,0.33193,0.01542,0.07389,0.000900844,0.000900844,0.000900844
43,1179.93,1.29881,0.82875,0.03253,0.07554,0.93915,0.95343,0.98242,0.76045,0.87796,0.32221,0.01472,0.06709,0.000896127,0.000896127,0.000896127
44,1209.26,1.29946,0.84862,0.03389,0.07755,0.94945,0.94281,0.98559,0.74832,0.91153,0.35043,0.01456,0.08471,0.000891313,0.000891313,0.000891313
45,1237.36,1.3077,0.84138,0.0335,0.07947,0.93125,0.95367,0.97978,0.73593,0.93084,0.35365,0.01608,0.07137,0.000886404,0.000886404,0.000886404
46,1265.94,1.33149,0.86544,0.03172,0.07868,0.94358,0.91506,0.97708,0.73997,0.90374,0.36502,0.01502,0.06372,0.000881401,0.000881401,0.000881401
47,1282,1.32427,0.84415,0.03196,0.08228,0.95082,0.96139,0.98789,0.74648,0.8847,0.32492,0.01542,0.07591,0.000876305,0.000876305,0.000876305
48,1297.53,1.33196,0.8507,0.03889,0.08291,0.94592,0.94538,0.98306,0.76673,0.8226,0.34007,0.01279,0.07134,0.000871117,0.000871117,0.000871117
49,1312.93,1.34039,0.85788,0.03766,0.08521,0.95518,0.95753,0.98664,0.77123,0.82151,0.33025,0.01451,0.07731,0.000865839,0.000865839,0.000865839
50,1328.46,1.307,0.82234,0.03622,0.07713,0.97638,0.95774,0.99007,0.76935,0.84543,0.28264,0.01257,0.08011,0.000860473,0.000860473,0.000860473
51,1343.94,1.29633,0.8006,0.03536,0.0747,0.9232,0.97465,0.97491,0.76366,0.77658,0.32967,0.01154,0.06632,0.000855018,0.000855018,0.000855018
52,1359.54,1.28946,0.80781,0.03368,0.0699,0.95307,0.97297,0.98608,0.74485,0.8824,0.3034,0.01494,0.06763,0.000849477,0.000849477,0.000849477
53,1375.17,1.31119,0.81947,0.03628,0.07486,0.9235,0.96139,0.97291,0.74993,0.80306,0.34546,0.01264,0.06092,0.000843851,0.000843851,0.000843851
54,1390.52,1.29634,0.78931,0.03542,0.07498,0.97222,0.9305,0.98751,0.7744,0.78642,0.3502,0.01207,0.05829,0.000838141,0.000838141,0.000838141
55,1405.84,1.27085,0.77235,0.03707,0.0766,0.97586,0.93652,0.98639,0.77794,0.80336,0.34134,0.01219,0.0543,0.000832349,0.000832349,0.000832349
56,1421.19,1.30051,0.79044,0.03199,0.07458,0.98176,0.93822,0.98941,0.73782,0.92944,0.32905,0.01577,0.06565,0.000826477,0.000826477,0.000826477
57,1436.51,1.28794,0.81713,0.03656,0.07052,0.92308,0.97303,0.98717,0.75995,0.84595,0.34902,0.01273,0.06498,0.000820525,0.000820525,0.000820525
58,1451.84,1.30487,0.80944,0.03804,0.07677,0.93982,0.96525,0.98482,0.78055,0.80494,0.30931,0.01192,0.06496,0.000814495,0.000814495,0.000814495
59,1467.21,1.28253,0.75471,0.03756,0.07244,0.9684,0.96911,0.98913,0.79201,0.77618,0.28068,0.01156,0.06637,0.000808389,0.000808389,0.000808389
60,1482.52,1.28097,0.78734,0.0361,0.07438,0.91224,0.96325,0.97799,0.7273,0.95708,0.40314,0.01747,0.06653,0.000802208,0.000802208,0.000802208
61,1497.84,1.23764,0.75397,0.03353,0.06901,0.97648,0.96199,0.99198,0.76987,0.81951,0.2905,0.01263,0.06857,0.000795954,0.000795954,0.000795954
62,1513.16,1.27113,0.76996,0.03305,0.07435,0.93225,0.95367,0.98145,0.76813,0.7975,0.33121,0.01148,0.0664,0.000789628,0.000789628,0.000789628
63,1528.56,1.27322,0.80154,0.03449,0.07433,0.95699,0.94494,0.9852,0.76615,0.82751,0.30883,0.01244,0.06502,0.000783231,0.000783231,0.000783231
64,1543.95,1.2522,0.75261,0.03341,0.07051,0.9232,0.95367,0.97341,0.73438,0.90881,0.36592,0.01532,0.06771,0.000776766,0.000776766,0.000776766
65,1559.34,1.24285,0.76126,0.03597,0.06799,0.92123,0.95367,0.96201,0.75144,0.8214,0.37306,0.01193,0.064,0.000770234,0.000770234,0.000770234
66,1574.79,1.27127,0.79255,0.03376,0.07132,0.96846,0.94847,0.99131,0.78443,0.79199,0.3019,0.01241,0.06043,0.000763637,0.000763637,0.000763637
67,1590.2,1.25058,0.761,0.03597,0.06784,0.93554,0.97683,0.98393,0.77037,0.80581,0.33076,0.01228,0.05126,0.000756976,0.000756976,0.000756976
68,1605.6,1.24509,0.74001,0.03641,0.07179,0.90652,0.94981,0.97552,0.75373,0.85854,0.40823,0.01338,0.06467,0.000750252,0.000750252,0.000750252
69,1620.99,1.26871,0.79401,0.03347,0.0728,0.9467,0.96001,0.98832,0.75926,0.88637,0.30963,0.0152,0.06054,0.000743468,0.000743468,0.000743468
70,1636.43,1.27288,0.74548,0.03475,0.06956,0.92563,0.96107,0.98283,0.7529,0.84621,0.35399,0.01294,0.06188,0.000736625,0.000736625,0.000736625
71,1651.76,1.25936,0.72658,0.03368,0.06967,0.94594,0.9112,0.97836,0.77243,0.79665,0.33659,0.01221,0.0656,0.000729725,0.000729725,0.000729725
72,1667.05,1.25396,0.75362,0.03157,0.07183,0.94941,0.96911,0.98908,0.75564,0.9195,0.31474,0.01479,0.07325,0.00072277,0.00072277,0.00072277
73,1682.98,1.21758,0.71634,0.03284,0.07055,0.9464,0.95439,0.98546,0.76401,0.83974,0.33812,0.01248,0.07516,0.000715761,0.000715761,0.000715761
74,1705.22,1.23672,0.75909,0.03008,0.07339,0.9153,0.95367,0.97741,0.74213,0.90969,0.36412,0.01512,0.07324,0.0007087,0.0007087,0.0007087
75,1720.71,1.23078,0.73271,0.03131,0.06796,0.93441,0.97683,0.98264,0.77486,0.78784,0.32814,0.01248,0.06813,0.000701588,0.000701588,0.000701588
76,1736.22,1.24286,0.75046,0.03108,0.07152,0.93303,0.91443,0.97161,0.76927,0.78936,0.36325,0.01225,0.06091,0.000694428,0.000694428,0.000694428
77,1751.79,1.2461,0.73904,0.03183,0.0691,0.94905,0.96911,0.98865,0.77519,0.82029,0.30566,0.0132,0.06421,0.000687222,0.000687222,0.000687222
78,1767.11,1.23253,0.73361,0.03126,0.06836,0.95634,0.93029,0.98629,0.77895,0.7754,0.31462,0.01164,0.06561,0.00067997,0.00067997,0.00067997
79,1782.68,1.23648,0.74061,0.03057,0.06927,0.90758,0.9479,0.97857,0.77248,0.82174,0.33138,0.01396,0.06349,0.000672675,0.000672675,0.000672675
80,1797.88,1.23303,0.70766,0.02994,0.07365,0.9501,0.9556,0.98637,0.78737,0.77004,0.30534,0.01102,0.06229,0.000665339,0.000665339,0.000665339
81,1813.12,1.21295,0.73603,0.03051,0.06802,0.92619,0.97683,0.98355,0.75999,0.86021,0.33372,0.01417,0.06111,0.000657963,0.000657963,0.000657963
82,1828.56,1.20553,0.7128,0.03194,0.06829,0.9592,0.95367,0.98866,0.77373,0.82132,0.29194,0.0117,0.06803,0.00065055,0.00065055,0.00065055
83,1843.9,1.2456,0.71708,0.0325,0.07615,0.93991,0.96631,0.98738,0.78075,0.80063,0.33129,0.01214,0.06694,0.000643101,0.000643101,0.000643101
84,1859.12,1.20904,0.72293,0.03107,0.06639,0.98292,0.96139,0.9917,0.77362,0.87065,0.32023,0.01438,0.06017,0.000635617,0.000635617,0.000635617
